Wvlgth Extraterrestrial_spectrm Direct_normal_irradiance Difuse_horizn_irradiance Global_horizn_irradiance Direct_horizn_irradiance Direct_tilted_irradiance Difuse_tilted_irradiance Global_tilted_irradiance Beam_normal_+circumsolar Difuse_horiz-circumsolar Upward_reflctd_radiation
.3325E+03 .9727E+00 .1188E+00 .1323E+00 .1729E+00 .4064E-01 .1188E+00 .9257E-01 .2114E+00 .1188E+00 .1323E+00 .1128E-01
.3330E+03 .9796E+00 .1198E+00 .1311E+00 .1721E+00 .4098E-01 .1198E+00 .9179E-01 .2116E+00 .1198E+00 .1311E+00 .1134E-01
.3335E+03 .9170E+00 .1098E+00 .1171E+00 .1547E+00 .3757E-01 .1098E+00 .8207E-01 .1919E+00 .1098E+00 .1171E+00 .1031E-01
.3340E+03 .9423E+00 .1135E+00 .1193E+00 .1582E+00 .3883E-01 .1135E+00 .8367E-01 .1972E+00 .1135E+00 .1193E+00 .1066E-01
.3345E+03 .1041E+01 .1317E+00 .1390E+00 .1840E+00 .4505E-01 .1317E+00 .9747E-01 .2292E+00 .1317E+00 .1390E+00 .1251E-01
.3350E+03 .9543E+00 .1245E+00 .1374E+00 .1800E+00 .4257E-01 .1245E+00 .9636E-01 .2208E+00 .1245E+00 .1374E+00 .1232E-01
.3355E+03 .1073E+01 .1429E+00 .1526E+00 .2015E+00 .4887E-01 .1429E+00 .1071E+00 .2500E+00 .1429E+00 .1526E+00 .1395E-01
.3360E+03 .7401E+00 .9972E-01 .1053E+00 .1394E+00 .3411E-01 .9972E-01 .7397E-01 .1737E+00 .9972E-01 .1053E+00 .9746E-02
.3365E+03 .9055E+00 .1213E+00 .1229E+00 .1643E+00 .4149E-01 .1213E+00 .8636E-01 .2077E+00 .1213E+00 .1229E+00 .1161E-01
.3370E+03 .7531E+00 .1006E+00 .1000E+00 .1344E+00 .3442E-01 .1006E+00 .7035E-01 .1710E+00 .1006E+00 .1000E+00 .9589E-02
.3375E+03 .9398E+00 .1263E+00 .1238E+00 .1670E+00 .4321E-01 .1263E+00 .8710E-01 .2134E+00 .1263E+00 .1238E+00 .1202E-01
.3380E+03 .8870E+00 .1238E+00 .1217E+00 .1641E+00 .4233E-01 .1238E+00 .8571E-01 .2095E+00 .1238E+00 .1217E+00 .1191E-01
.3385E+03 .9911E+00 .1410E+00 .1398E+00 .1880E+00 .4821E-01 .1410E+00 .9846E-01 .2394E+00 .1410E+00 .1398E+00 .1377E-01
.3390E+03 .9814E+00 .1416E+00 .1379E+00 .1863E+00 .4843E-01 .1416E+00 .9720E-01 .2388E+00 .1416E+00 .1379E+00 .1379E-01
.3395E+03 .9386E+00 .1369E+00 .1324E+00 .1792E+00 .4681E-01 .1369E+00 .9337E-01 .2302E+00 .1369E+00 .1324E+00 .1339E-01
.3400E+03 .1134E+01 .1652E+00 .1627E+00 .2192E+00 .5650E-01 .1652E+00 .1148E+00 .2800E+00 .1652E+00 .1627E+00 .1652E-01
.3405E+03 .1017E+01 .1500E+00 .1454E+00 .1967E+00 .5131E-01 .1500E+00 .1026E+00 .2526E+00 .1500E+00 .1454E+00 .1496E-01
.3410E+03 .9646E+00 .1455E+00 .1357E+00 .1855E+00 .4977E-01 .1455E+00 .9586E-01 .2414E+00 .1455E+00 .1357E+00 .1425E-01
.3415E+03 .8886E+00 .1361E+00 .1242E+00 .1707E+00 .4654E-01 .1361E+00 .8780E-01 .2239E+00 .1361E+00 .1242E+00 .1324E-01
.3420E+03 .1061E+01 .1642E+00 .1480E+00 .2041E+00 .5616E-01 .1642E+00 .1047E+00 .2689E+00 .1642E+00 .1480E+00 .1597E-01
.3425E+03 .9910E+00 .1554E+00 .1381E+00 .1913E+00 .5313E-01 .1554E+00 .9780E-01 .2531E+00 .1554E+00 .1381E+00 .1510E-01
.3430E+03 .1085E+01 .1713E+00 .1516E+00 .2102E+00 .5860E-01 .1713E+00 .1074E+00 .2787E+00 .1713E+00 .1516E+00 .1673E-01
.3435E+03 .1018E+01 .1619E+00 .1424E+00 .1977E+00 .5536E-01 .1619E+00 .1009E+00 .2628E+00 .1619E+00 .1424E+00 .1587E-01
.3440E+03 .7669E+00 .1216E+00 .1090E+00 .1506E+00 .4158E-01 .1216E+00 .7724E-01 .1988E+00 .1216E+00 .1090E+00 .1217E-01
.3445E+03 .7520E+00 .1216E+00 .1057E+00 .1473E+00 .4158E-01 .1216E+00 .7502E-01 .1966E+00 .1216E+00 .1057E+00 .1202E-01
.3450E+03 .9988E+00 .1644E+00 .1394E+00 .1957E+00 .5623E-01 .1644E+00 .9901E-01 .2634E+00 .1644E+00 .1394E+00 .1611E-01
.3455E+03 .1019E+01 .1699E+00 .1420E+00 .2001E+00 .5812E-01 .1699E+00 .1009E+00 .2708E+00 .1699E+00 .1420E+00 .1662E-01
.3460E+03 .8646E+00 .1459E+00 .1203E+00 .1702E+00 .4989E-01 .1459E+00 .8556E-01 .2314E+00 .1459E+00 .1203E+00 .1426E-01
.3465E+03 .9772E+00 .1667E+00 .1359E+00 .1929E+00 .5700E-01 .1667E+00 .9668E-01 .2633E+00 .1667E+00 .1359E+00 .1630E-01
.3470E+03 .1045E+01 .1796E+00 .1454E+00 .2068E+00 .6141E-01 .1796E+00 .1035E+00 .2831E+00 .1796E+00 .1454E+00 .1762E-01
.3475E+03 .8420E+00 .1460E+00 .1173E+00 .1672E+00 .4995E-01 .1460E+00 .8354E-01 .2296E+00 .1460E+00 .1173E+00 .1436E-01
.3480E+03 .9603E+00 .1685E+00 .1333E+00 .1910E+00 .5764E-01 .1685E+00 .9507E-01 .2636E+00 .1685E+00 .1333E+00 .1655E-01
.3485E+03 .9597E+00 .1700E+00 .1329E+00 .1911E+00 .5813E-01 .1700E+00 .9485E-01 .2648E+00 .1700E+00 .1329E+00 .1670E-01
.3490E+03 .8882E+00 .1590E+00 .1230E+00 .1774E+00 .5439E-01 .1590E+00 .8783E-01 .2468E+00 .1590E+00 .1230E+00 .1563E-01
.3495E+03 .8766E+00 .1586E+00 .1215E+00 .1757E+00 .5423E-01 .1586E+00 .8678E-01 .2453E+00 .1586E+00 .1215E+00 .1561E-01
.3500E+03 .1082E+01 .1976E+00 .1498E+00 .2174E+00 .6758E-01 .1976E+00 .1071E+00 .3047E+00 .1976E+00 .1498E+00 .1947E-01
.3505E+03 .1139E+01 .2098E+00 .1575E+00 .2293E+00 .7174E-01 .2098E+00 .1127E+00 .3225E+00 .2098E+00 .1575E+00 .2069E-01
.3510E+03 .1015E+01 .1882E+00 .1403E+00 .2047E+00 .6438E-01 .1882E+00 .1004E+00 .2887E+00 .1882E+00 .1403E+00 .1860E-01
.3515E+03 .9814E+00 .1831E+00 .1360E+00 .1986E+00 .6263E-01 .1831E+00 .9740E-01 .2805E+00 .1831E+00 .1360E+00 .1818E-01
.3520E+03 .1054E+01 .1989E+00 .1457E+00 .2137E+00 .6803E-01 .1989E+00 .1044E+00 .3033E+00 .1989E+00 .1457E+00 .1971E-01
.3525E+03 .8215E+00 .1566E+00 .1134E+00 .1669E+00 .5357E-01 .1566E+00 .8132E-01 .2380E+00 .1566E+00 .1134E+00 .1552E-01
.3530E+03 .1033E+01 .1989E+00 .1424E+00 .2104E+00 .6803E-01 .1989E+00 .1022E+00 .3011E+00 .1989E+00 .1424E+00 .1971E-01
.3535E+03 .1103E+01 .2140E+00 .1517E+00 .2249E+00 .7318E-01 .2140E+00 .1090E+00 .3230E+00 .2140E+00 .1517E+00 .2124E-01
.3540E+03 .1144E+01 .2233E+00 .1570E+00 .2333E+00 .7637E-01 .2233E+00 .1129E+00 .3361E+00 .2233E+00 .1570E+00 .2220E-01
.3545E+03 .1159E+01 .2280E+00 .1589E+00 .2369E+00 .7799E-01 .2280E+00 .1143E+00 .3423E+00 .2280E+00 .1589E+00 .2270E-01
.3550E+03 .1153E+01 .2288E+00 .1580E+00 .2363E+00 .7827E-01 .2288E+00 .1137E+00 .3426E+00 .2288E+00 .1580E+00 .2281E-01
.3555E+03 .1039E+01 .2085E+00 .1425E+00 .2138E+00 .7131E-01 .2085E+00 .1026E+00 .3111E+00 .2085E+00 .1425E+00 .2079E-01
.3560E+03 .1085E+01 .2199E+00 .1488E+00 .2240E+00 .7520E-01 .2199E+00 .1073E+00 .3272E+00 .2199E+00 .1488E+00 .2194E-01
.3565E+03 .9252E+00 .1889E+00 .1267E+00 .1913E+00 .6462E-01 .1889E+00 .9143E-01 .2804E+00 .1889E+00 .1267E+00 .1888E-01
.3570E+03 .7640E+00 .1570E+00 .1044E+00 .1581E+00 .5370E-01 .1570E+00 .7541E-01 .2324E+00 .1570E+00 .1044E+00 .1571E-01
.3575E+03 .9344E+00 .1934E+00 .1276E+00 .1937E+00 .6616E-01 .1934E+00 .9217E-01 .2856E+00 .1934E+00 .1276E+00 .1938E-01
