127,1.881,0.918,1.024,0.051,0.026,0.003
129,1.881,0.919,1.024,0.008,0.005,0.002
El: -63.93
131,1.867,0.909,1.027,0.014,0.010,0.003
133,1.878,0.914,1.027,0.014,0.007,0.002
135,1.940,0.944,1.027,0.066,0.032,0.002
138,1.985,0.966,1.027,0.046,0.022,0.002
140,2.002,0.975,1.027,0.017,0.009,0.002
El: -63.92
142,2.010,0.979,1.026,0.011,0.006,0.002
144,2.045,0.997,1.026,0.037,0.019,0.002
146,2.073,1.011,1.025,0.028,0.014,0.002
148,2.078,1.013,1.026,0.006,0.002,0.003
150,2.080,1.014,1.026,0.003,0.003,0.002
El: -63.90
152,2.083,1.015,1.026,0.004,0.003,0.002
154,2.083,1.015,1.026,0.002,0.002,0.003
156,2.085,1.015,1.027,0.003,0.002,0.003
158,2.087,1.015,1.028,0.003,0.002,0.003
160,2.089,1.016,1.028,0.003,0.002,0.002
El: -63.88
162,2.092,1.015,1.031,0.003,0.003,0.003
164,2.093,1.014,1.032,0.003,0.003,0.003
166,2.095,1.015,1.032,0.003,0.003,0.003
168,2.097,1.015,1.032,0.002,0.002,0.002
170,2.096,1.013,1.034,0.002,0.003,0.003
El: -63.87
172,2.094,1.012,1.035,0.003,0.001,0.001
174,2.093,1.012,1.034,0.002,0.002,0.002
176,2.094,1.012,1.035,0.003,0.002,0.002
178,2.093,1.010,1.036,0.003,0.003,0.002
180,2.089,1.011,1.034,0.004,0.002,0.003
El: -63.85
182,2.087,1.009,1.034,0.004,0.003,0.003
185,2.083,1.007,1.034,0.004,0.002,0.002
187,2.080,1.005,1.035,0.004,0.003,0.003
189,2.077,1.004,1.035,0.004,0.003,0.003
191,2.071,1.001,1.035,0.007,0.004,0.002
El: -63.83
193,2.067,0.999,1.035,0.004,0.003,0.002
195,2.063,0.997,1.034,0.005,0.002,0.002
197,2.058,0.994,1.035,0.005,0.004,0.002
199,2.055,0.993,1.035,0.004,0.002,0.002
El: -63.82
201,2.051,0.991,1.035,0.005,0.003,0.002
203,2.048,0.989,1.035,0.003,0.003,0.003
205,2.043,0.988,1.034,0.005,0.002,0.002
207,2.039,0.986,1.034,0.005,0.003,0.002
209,2.033,0.982,1.035,0.006,0.004,0.002
El: -63.80
211,2.028,0.979,1.035,0.006,0.004,0.003
213,2.022,0.978,1.034,0.006,0.002,0.002
215,2.016,0.975,1.034,0.007,0.004,0.003
217,2.011,0.973,1.034,0.005,0.002,0.002
219,2.009,0.970,1.035,0.003,0.003,0.003
El: -63.78
221,2.005,0.969,1.035,0.004,0.003,0.003
223,2.003,0.968,1.034,0.002,0.002,0.002
